"area" "region" "zone" "meters" "direction" "con" "floor" "year" "school" "subway" "tax" "num" "price" "meters_cg" "year_cg" "num_cg" "price_cg"
"丰台" "天伦锦城" "2室1厅" 84 "东" "花乡二手房" "低楼层" 2006 "无学区" "无地铁" "满五年唯一" 220 26179 "50~100" "05~10" "2~3" "2~3万"
"朝阳" "望京西园三区" "3室2厅" 152 "南北" "望京二手房" "中楼层" 2003 "无学区" "有地铁" "满五年唯一" 500 32693 "150~200" "00~05" "4~5" "3~4万"
"朝阳" "银领国际" "2室2厅" 125 "南西北" "望京二手房" "高楼层" 2004 "无学区" "有地铁" "满五年唯一" 510 40606 "100~150" "00~05" "5~6" "4~5万"
"顺义" "前进花园一区" "3室1厅" 92 "南北" "顺义城二手房" "高楼层" 2003 "无学区" "无地铁" "满五年唯一" 184 19798 "50~100" "00~05" "1~2" "1~2万"
"朝阳" "新华联丽港" "2室1厅" 113 "南北" "酒仙桥二手房" "低楼层" 2008 "无学区" "无地铁" "满五年唯一" 485 42921 "100~150" "05~10" "4~5" "4~5万"
"朝阳" "润泽悦溪" "2室2厅" 89 "南北" "北苑二手房" "低楼层" 2010 "无学区" "无地铁" "非免税" 435 48877 "50~100" "10~15" "4~5" "4~5万"
"顺义" "馨港庄园三区" "3室2厅" 138 "南北" "李桥二手房" "高楼层" 2004 "无学区" "无地铁" "满五年唯一" 188 13545 "100~150" "00~05" "1~2" "1~2万"
"顺义" "馨港庄园三区" "3室1厅" 147 "南北" "李桥二手房" "高楼层" 2003 "无学区" "无地铁" "满五年唯一" 210 14229 "100~150" "00~05" "2~3" "1~2万"
"昌平" "龙禧苑二区" "4室2厅" 166 "南北" "回龙观二手房" "中楼层" 2003 "无学区" "有地铁" "满五年唯一" 400 24010 "150~200" "00~05" "3~4" "2~3万"
"朝阳" "远洋天地二期" "3室2厅" 143 "南" "四惠二手房" "高楼层" 2003 "无学区" "有地铁" "满五年唯一" 630 43903 "100~150" "00~05" "6~7" "4~5万"
"朝阳" "朝阳旺角" "2室1厅" 98 "南北" "双桥二手房" "高楼层" 2006 "无学区" "无地铁" "满五年唯一" 290 29592 "50~100" "05~10" "2~3" "2~3万"
"昌平" "天露园一区" "3室1厅" 128 "南北" "回龙观二手房" "高楼层" 2008 "无学区" "无地铁" "满五年唯一" 278 21648 "100~150" "05~10" "2~3" "2~3万"
"昌平" "天通西苑二区" "2室2厅" 133 "南北" "天通苑二手房" "中楼层" 2003 "无学区" "有地铁" "满五年唯一" 289 21730 "100~150" "00~05" "2~3" "2~3万"
"石景山" "御景山" "3室2厅" 158 "南北" "杨庄二手房" "低楼层" 2003 "无学区" "无地铁" "满五年唯一" 493 31009 "150~200" "00~05" "4~5" "3~4万"
"丰台" "风荷曲苑" "3室2厅" 123 "南北" "六里桥二手房" "中楼层" 2006 "无学区" "有地铁" "满五年唯一" 800 65041 "100~150" "05~10" "7~8" "6~7万"
"丰台" "万科紫苑" "3室2厅" 158 "南北" "青塔二手房" "低楼层" 2010 "无学区" "有地铁" "满五年唯一" 1350 85185 "150~200" "10~15" ">10" "8~9万"
"丰台" "芳群公寓" "2室1厅" 127 "西" "方庄二手房" "低楼层" 2000 "无学区" "有地铁" "满五年唯一" 350 27560 "100~150" "00~05" "3~4" "2~3万"
"海淀" "文慧园北路4号院" "3室2厅" 147 "南北" "小西天二手房" "中楼层" 2000 "有学区" "无地铁" "满五年唯一" 725 49320 "100~150" "00~05" "7~8" "4~5万"
"海淀" "世纪金源国际公寓" "4室2厅" 206 "东南" "世纪城二手房" "低楼层" 2002 "有学区" "无地铁" "满五年唯一" 980 47573 ">200" "00~05" "9~10" "4~5万"
"大兴" "彩虹新城" "2室1厅" 89 "南北" "枣园二手房" "高楼层" 2008 "无学区" "有地铁" "非免税" 280 31461 "50~100" "05~10" "2~3" "3~4万"
"西城" "三里河北街5号院" "1室1厅" 36 "东" "月坛二手房" "中楼层" 1993 "有学区" "有地铁" "满五年唯一" 310 85165 "0~50" "90~95" "3~4" "8~9万"
"海淀" "逸成东苑" "1室1厅" 64 "北" "学院路二手房" "低楼层" 2003 "无学区" "无地铁" "满五年唯一" 235 36221 "50~100" "00~05" "2~3" "3~4万"
"大兴" "新安里" "3室1厅" 88 "南北" "黄村中二手房" "中楼层" 1998 "无学区" "无地铁" "满五年唯一" 175 19887 "50~100" "95~00" "1~2" "1~2万"
"朝阳" "安华里五区" "2室1厅" 60 "南北" "安贞二手房" "高楼层" 1982 "有学区" "有地铁" "满五年唯一" 267 44500 "50~100" "<1990" "2~3" "4~5万"
"顺义" "东兴一区" "2室2厅" 95 "南北" "顺义城二手房" "高楼层" 1991 "无学区" "有地铁" "满五年唯一" 220 22977 "50~100" "90~95" "2~3" "2~3万"
"西城" "新融苑" "2室2厅" 111 "东西" "金融街二手房" "低楼层" 2000 "无学区" "无地铁" "非免税" 790 71172 "100~150" "00~05" "7~8" "7~8万"
"海淀" "魏公村8号院" "2室1厅" 86 "东北" "魏公村二手房" "低楼层" 1998 "无学区" "有地铁" "非免税" 458 52887 "50~100" "95~00" "4~5" "5~6万"
"昌平" "龙锦苑五区" "4室2厅" 166 "南北" "回龙观二手房" "高楼层" 2005 "无学区" "有地铁" "满五年唯一" 350 20996 "150~200" "05~10" "3~4" "2~3万"
"东城" "富贵园三区" "1室1厅" 55 "南" "东花市二手房" "低楼层" 2004 "有学区" "有地铁" "满五年唯一" 293 52509 "50~100" "00~05" "2~3" "5~6万"
"朝阳" "中国铁建国际城" "1室1厅" 47 "南" "北苑二手房" "高楼层" 2010 "有学区" "有地铁" "非免税" 228 48000 "0~50" "10~15" "2~3" "4~5万"
"石景山" "西现代城" "1室1厅" 48 "北" "杨庄二手房" "中楼层" 2003 "无学区" "无地铁" "满五年唯一" 156 32500 "0~50" "00~05" "1~2" "3~4万"
"海淀" "新起点嘉园" "1室0厅" 253 "南西" "苏州桥二手房" "低楼层" 2003 "有学区" "无地铁" "满五年唯一" 711 28015 ">200" "00~05" "7~8" "2~3万"
"海淀" "新华联国际" "4室2厅" 275 "南北" "公主坟二手房" "高楼层" 2008 "无学区" "无地铁" "满五年唯一" 1500 54546 ">200" "05~10" ">10" "5~6万"
"朝阳" "东亚望京中心" "1室0厅" 61 "东北" "望京二手房" "中楼层" 2008 "无学区" "无地铁" "满五年唯一" 190 31148 "50~100" "05~10" "1~2" "3~4万"
"朝阳" "明天第一城7号院" "2室1厅" 88 "南" "立水桥二手房" "中楼层" 2007 "无学区" "无地铁" "满五年唯一" 230 26075 "50~100" "05~10" "2~3" "2~3万"
"昌平" "东亚奥北中心北区" "2室1厅" 85 "南" "立水桥二手房" "低楼层" 2000 "无学区" "无地铁" "满五年唯一" 210 24654 "50~100" "00~05" "2~3" "2~3万"
"朝阳" "汇园公寓" "3室1厅" 203 "东南西北" "亚运村二手房" "中楼层" 1990 "有学区" "有地铁" "满五年唯一" 768 37833 ">200" "90~95" "7~8" "3~4万"
"西城" "阜成门外大街" "2室1厅" 115 "东西" "阜成门二手房" "高楼层" 1980 "有学区" "有地铁" "满五年唯一" 670 58261 "100~150" "<1990" "6~7" "5~6万"
"海淀" "光大水墨" "3室2厅" 148 "南北" "万柳二手房" "中楼层" 2005 "有学区" "无地铁" "满五年唯一" 1250 84323 "100~150" "05~10" ">10" "8~9万"
"西城" "中海凯旋" "3室2厅" 155 "南北" "金融街二手房" "高楼层" 2004 "有学区" "有地铁" "满五年唯一" 2300 148388 "150~200" "00~05" ">10" ">10万"
"西城" "三里河一区3号院" "2室1厅" 105 "南西" "月坛二手房" "低楼层" 1999 "无学区" "无地铁" "满五年唯一" 860 81517 "100~150" "95~00" "8~9" "8~9万"
"东城" "抽屉胡同" "2室1厅" 54 "南西" "建国门外二手房" "中楼层" 1980 "有学区" "无地铁" "满五年唯一" 290 52776 "50~100" "<1990" "2~3" "5~6万"
"海淀" "今典花园" "1室1厅" 58 "南" "小西天二手房" "低楼层" 1999 "有学区" "无地铁" "满五年唯一" 320 54469 "50~100" "95~00" "3~4" "5~6万"
"朝阳" "山水文园二期" "5室3厅" 289 "南北" "华威桥二手房" "高楼层" 2005 "无学区" "有地铁" "满五年唯一" 1500 51904 ">200" "05~10" ">10" "5~6万"
"大兴" "瑞康家园" "3室2厅" 119 "南北" "黄村中二手房" "低楼层" 2004 "无学区" "无地铁" "满五年唯一" 280 23530 "100~150" "00~05" "2~3" "2~3万"
"石景山" "永乐西区" "2室1厅" 62 "南北" "鲁谷二手房" "中楼层" 1989 "无学区" "无地铁" "满五年唯一" 210 33584 "50~100" "<1990" "2~3" "3~4万"
"朝阳" "温泉东里" "1室1厅" 74 "南北" "双桥二手房" "中楼层" 2003 "无学区" "无地铁" "满五年唯一" 168 22654 "50~100" "00~05" "1~2" "2~3万"
"丰台" "右外东庄" "1室1厅" 43 "南" "北京南站二手房" "中楼层" 1990 "无学区" "有地铁" "非免税" 160 36952 "0~50" "90~95" "1~2" "3~4万"
"大兴" "保利茉莉公馆" "3室1厅" 90 "南北" "黄村北二手房" "高楼层" 2010 "无学区" "有地铁" "非免税" 295 32778 "50~100" "10~15" "2~3" "3~4万"
"丰台" "旭日嘉园" "1室1厅" 72 "南" "马家堡二手房" "中楼层" 2005 "无学区" "有地铁" "非免税" 315 43479 "50~100" "05~10" "3~4" "4~5万"
"朝阳" "雅宝里" "1室1厅" 48 "南" "朝阳门外二手房" "高楼层" 1993 "无学区" "无地铁" "非免税" 193 40109 "0~50" "90~95" "1~2" "4~5万"
"朝阳" "芍药居北里" "2室1厅" 92 "南西" "芍药居二手房" "低楼层" 2008 "无学区" "无地铁" "非免税" 460 49887 "50~100" "05~10" "4~5" "4~5万"
"昌平" "昌艺园小区" "3室1厅" 77 "南北" "沙河二手房" "高楼层" 1998 "无学区" "无地铁" "满五年唯一" 208 27013 "50~100" "95~00" "2~3" "2~3万"
"丰台" "广安﹒康馨家园" "2室1厅" 70 "南" "卢沟桥二手房" "中楼层" 2014 "无学区" "无地铁" "非免税" 168 24000 "50~100" "10~15" "1~2" "2~3万"
"海淀" "iMOMA" "1室0厅" 47 "东" "西二旗二手房" "低楼层" 2006 "无学区" "无地铁" "非免税" 125 26591 "0~50" "05~10" "1~2" "2~3万"
"朝阳" "丽都东镇滨河1号" "1室0厅" 50 "东" "酒仙桥二手房" "高楼层" 2008 "无学区" "无地铁" "非免税" 120 23744 "0~50" "05~10" "1~2" "2~3万"
"朝阳" "北京像素南区" "2室1厅" 54 "南" "常营二手房" "低楼层" 2011 "无学区" "有地铁" "非免税" 180 33334 "50~100" "10~15" "1~2" "3~4万"
"西城" "第三区" "3室2厅" 144 "南北" "马连道二手房" "低楼层" 2012 "无学区" "无地铁" "非免税" 800 55556 "100~150" "10~15" "7~8" "5~6万"
"朝阳" "壹线国际" "2室1厅" 119 "东西" "四惠二手房" "低楼层" 2006 "无学区" "有地铁" "满五年唯一" 365 30583 "100~150" "05~10" "3~4" "3~4万"
"朝阳" "观音惠园" "2室2厅" 89 "南北" "百子湾二手房" "高楼层" 2006 "无学区" "无地铁" "满五年唯一" 220 24448 "50~100" "05~10" "2~3" "2~3万"
"朝阳" "珠江帝景" "1室1厅" 72 "西北" "大望路二手房" "低楼层" 2004 "无学区" "有地铁" "非免税" 380 52610 "50~100" "00~05" "3~4" "5~6万"
"东城" "东直门内大街" "3室1厅" 92 "南北" "东直门二手房" "中楼层" 2003 "有学区" "有地铁" "满五年唯一" 540 58109 "50~100" "00~05" "5~6" "5~6万"
"朝阳" "广渠路" "2室1厅" 65 "南" "双井二手房" "中楼层" 1984 "无学区" "有地铁" "满五年唯一" 250 37891 "50~100" "<1990" "2~3" "3~4万"
"海淀" "宝盛里" "2室2厅" 102 "西东南" "清河二手房" "低楼层" 2001 "有学区" "无地铁" "满五年唯一" 355 34534 "100~150" "00~05" "3~4" "3~4万"
"海淀" "宝盛里" "4室2厅" 171 "南北" "清河二手房" "高楼层" 2001 "有学区" "无地铁" "满五年唯一" 460 26854 "150~200" "00~05" "4~5" "2~3万"
"朝阳" "工体南路" "1室1厅" 43 "南" "东大桥二手房" "低楼层" 1985 "无学区" "有地铁" "非免税" 203 47210 "0~50" "<1990" "2~3" "4~5万"
"朝阳" "银谷美泉家园" "2室2厅" 118 "南北" "朝青二手房" "高楼层" 2009 "无学区" "无地铁" "满五年唯一" 620 52277 "100~150" "05~10" "6~7" "5~6万"
"海淀" "学院南路32号院" "2室1厅" 64 "南北" "小西天二手房" "中楼层" 1960 "有学区" "无地铁" "非免税" 250 38881 "50~100" "<1990" "2~3" "3~4万"
"海淀" "满庭芳园" "3室2厅" 132 "南西" "双榆树二手房" "低楼层" 1999 "有学区" "有地铁" "满五年唯一" 650 49013 "100~150" "95~00" "6~7" "4~5万"
"海淀" "颐和园宿舍" "2室1厅" 67 "南北" "颐和园二手房" "低楼层" 1998 "无学区" "无地铁" "满五年唯一" 370 54815 "50~100" "95~00" "3~4" "5~6万"
"朝阳" "京师园" "3室2厅" 116 "南北" "奥林匹克公园二手房" "低楼层" 2006 "无学区" "有地铁" "满五年唯一" 750 64656 "100~150" "05~10" "7~8" "6~7万"
"朝阳" "朝阳雅筑" "3室1厅" 134 "西南" "朝青二手房" "中楼层" 2002 "无学区" "无地铁" "非免税" 420 31344 "100~150" "00~05" "4~5" "3~4万"
"朝阳" "富力又一城C区" "2室2厅" 90 "南" "豆各庄二手房" "低楼层" 2010 "有学区" "无地铁" "非免税" 245 27120 "50~100" "10~15" "2~3" "2~3万"
"朝阳" "京师园" "4室2厅" 171 "南北" "奥林匹克公园二手房" "中楼层" 2004 "无学区" "有地铁" "满五年唯一" 1080 62919 "150~200" "00~05" ">10" "6~7万"
"海淀" "菊园" "2室1厅" 57 "南北" "马连洼二手房" "低楼层" 1998 "无学区" "无地铁" "非免税" 250 43753 "50~100" "95~00" "2~3" "4~5万"
"朝阳" "华业玫瑰东方" "5室2厅" 143 "南北" "红庙二手房" "高楼层" 2007 "无学区" "无地铁" "满五年唯一" 1200 83537 "100~150" "05~10" ">10" "8~9万"
"朝阳" "天畅园" "1室1厅" 85 "东北" "北苑二手房" "中楼层" 2008 "无学区" "有地铁" "非免税" 251 29313 "50~100" "05~10" "2~3" "2~3万"
"大兴" "福苑小区" "3室2厅" 126 "东西" "黄村北二手房" "中楼层" 1999 "无学区" "无地铁" "满五年唯一" 200 15874 "100~150" "95~00" "1~2" "1~2万"
"海淀" "翠微路甲9号院" "3室1厅" 79 "东西" "公主坟二手房" "高楼层" 1990 "无学区" "有地铁" "满五年唯一" 380 48041 "50~100" "90~95" "3~4" "4~5万"
"顺义" "水色时光五区" "2室2厅" 100 "南北" "顺义其它二手房" "高楼层" 2010 "无学区" "无地铁" "满五年唯一" 145 14500 "50~100" "10~15" "1~2" "1~2万"
"石景山" "远洋山水" "2室2厅" 100 "东北" "鲁谷二手房" "中楼层" 2007 "无学区" "有地铁" "满五年唯一" 470 46716 "50~100" "05~10" "4~5" "4~5万"
"海淀" "罗庄西里" "1室1厅" 45 "东" "知春路二手房" "低楼层" 1995 "有学区" "有地铁" "非免税" 230 51112 "0~50" "95~00" "2~3" "5~6万"
"海淀" "田村33号院" "2室1厅" 94 "西" "田村二手房" "高楼层" 2000 "有学区" "无地铁" "满五年唯一" 350 37235 "50~100" "00~05" "3~4" "3~4万"
"海淀" "紫金数码" "1室1厅" 84 "西南" "中关村二手房" "中楼层" 2007 "无学区" "有地铁" "满五年唯一" 480 57143 "50~100" "05~10" "4~5" "5~6万"
"朝阳" "星海明珠" "3室2厅" 178 "南北" "望京二手房" "中楼层" 2002 "无学区" "有地铁" "满五年唯一" 860 48215 "150~200" "00~05" "8~9" "4~5万"
"朝阳" "英特公寓" "3室2厅" 199 "南北" "西坝河二手房" "高楼层" 2002 "无学区" "有地铁" "满五年唯一" 960 48143 "150~200" "00~05" "9~10" "4~5万"
"丰台" "怡然家园6号院" "4室3厅" 165 "南北" "角门二手房" "高楼层" 2005 "无学区" "有地铁" "满五年唯一" 420 25455 "150~200" "05~10" "4~5" "2~3万"
"朝阳" "天天朝阳" "2室2厅" 122 "南北" "甘露园二手房" "低楼层" 2005 "无学区" "无地铁" "满五年唯一" 410 33607 "100~150" "05~10" "4~5" "3~4万"
"丰台" "未来明珠" "3室2厅" 174 "西北" "马家堡二手房" "低楼层" 2003 "无学区" "有地铁" "满五年唯一" 540 31035 "150~200" "00~05" "5~6" "3~4万"
"丰台" "开阳里四区" "3室2厅" 126 "南北" "北京南站二手房" "高楼层" 2002 "无学区" "有地铁" "满五年唯一" 420 33226 "100~150" "00~05" "4~5" "3~4万"
"石景山" "八角南里" "2室2厅" 74 "东" "八角二手房" "中楼层" 2001 "无学区" "无地铁" "满五年唯一" 255 34128 "50~100" "00~05" "2~3" "3~4万"
"朝阳" "华盛乐章" "3室2厅" 165 "南" "健翔桥二手房" "中楼层" 2001 "无学区" "无地铁" "满五年唯一" 690 41816 "150~200" "00~05" "6~7" "4~5万"
"昌平" "龙跃苑四区" "2室1厅" 99 "南北" "回龙观二手房" "高楼层" 2004 "无学区" "无地铁" "满五年唯一" 270 27093 "50~100" "00~05" "2~3" "2~3万"
"朝阳" "北苑家园清友园" "2室2厅" 106 "东南" "北苑二手房" "中楼层" 2003 "无学区" "无地铁" "满五年唯一" 385 36086 "100~150" "00~05" "3~4" "3~4万"
"朝阳" "新街坊" "2室1厅" 84 "西北" "北苑二手房" "中楼层" 2004 "无学区" "有地铁" "满五年唯一" 312 36741 "50~100" "00~05" "3~4" "3~4万"
"朝阳" "华贸国际公寓" "2室2厅" 156 "南北" "红庙二手房" "中楼层" 2005 "无学区" "有地铁" "满五年唯一" 800 50975 "150~200" "05~10" "7~8" "5~6万"
"西城" "人定湖西里" "3室2厅" 117 "南北" "六铺炕二手房" "地下室" 2000 "有学区" "无地铁" "满五年唯一" 550 47005 "100~150" "00~05" "5~6" "4~5万"
"朝阳" "望京新城" "2室1厅" 99 "南" "望京二手房" "低楼层" 1999 "有学区" "有地铁" "非免税" 385 38616 "50~100" "95~00" "3~4" "3~4万"
"海淀" "美欣家园" "2室1厅" 98 "东南" "清河二手房" "中楼层" 2003 "无学区" "无地铁" "满五年唯一" 380 38396 "50~100" "00~05" "3~4" "3~4万"
"丰台" "怡然家园5号院" "3室2厅" 127 "南北" "角门二手房" "中楼层" 2004 "无学区" "有地铁" "满五年唯一" 380 29922 "100~150" "00~05" "3~4" "2~3万"
"丰台" "华源新第" "5室2厅" 309 "东北" "太平桥二手房" "高楼层" 2004 "无学区" "无地铁" "满五年唯一" 900 29127 ">200" "00~05" "8~9" "2~3万"
"通州" "果园西小区" "2室1厅" 89 "南北" "果园二手房" "高楼层" 2001 "无学区" "有地铁" "满五年唯一" 205 23034 "50~100" "00~05" "2~3" "2~3万"
"东城" "东皇城根南街" "3室1厅" 78 "南北" "灯市口二手房" "高楼层" 1988 "无学区" "无地铁" "满五年唯一" 450 57501 "50~100" "<1990" "4~5" "5~6万"
"顺义" "丽喜花园" "3室2厅" 111 "南北" "顺义其它二手房" "高楼层" 2005 "无学区" "无地铁" "满五年唯一" 180 16217 "100~150" "05~10" "1~2" "1~2万"
"昌平" "北京北" "2室2厅" 81 "东南" "立水桥二手房" "低楼层" 2008 "无学区" "有地铁" "满五年唯一" 268 33030 "50~100" "05~10" "2~3" "3~4万"
"海淀" "莲花小区" "4室2厅" 151 "南北" "六里桥二手房" "高楼层" 2000 "有学区" "有地铁" "满五年唯一" 680 45034 "150~200" "00~05" "6~7" "4~5万"
"朝阳" "苹果社区" "3室2厅" 104 "西南" "双井二手房" "低楼层" 2004 "无学区" "有地铁" "满五年唯一" 590 56196 "100~150" "00~05" "5~6" "5~6万"
"燕郊" "东方夏威夷南岸一期" "2室2厅" 87 "南" "燕郊城区二手房" "中楼层" 2009 "无学区" "无地铁" "非免税" 120 13794 "50~100" "05~10" "1~2" "1~2万"
"丰台" "沸城" "3室1厅" 120 "南西" "卢沟桥二手房" "低楼层" 2007 "无学区" "无地铁" "非免税" 290 23997 "100~150" "05~10" "2~3" "2~3万"
"昌平" "天通苑北一区" "6室2厅" 269 "南北" "天通苑二手房" "高楼层" 2005 "无学区" "有地铁" "非免税" 540 20069 ">200" "05~10" "5~6" "2~3万"
"海淀" "北辰香麓" "4室2厅" 230 "南北" "海淀北部新区二手房" "低楼层" 2008 "有学区" "无地铁" "非免税" 670 29131 ">200" "05~10" "6~7" "2~3万"
"顺义" "鲁能7号院颐景溪园" "3室2厅" 133 "南北" "马坡二手房" "低楼层" 2013 "无学区" "无地铁" "非免税" 265 19806 "100~150" "10~15" "2~3" "1~2万"
"丰台" "和义西里二区" "2室1厅" 67 "南北" "和义二手房" "中楼层" 2009 "无学区" "有地铁" "非免税" 160 23796 "50~100" "05~10" "1~2" "2~3万"
"顺义" "澳景园" "4室2厅" 475 "东南西北" "首都机场二手房" "低楼层" 2010 "无学区" "无地铁" "非免税" 868 18274 ">200" "10~15" "8~9" "1~2万"
"丰台" "园博府" "3室2厅" 140 "南北" "青塔二手房" "中楼层" 2012 "无学区" "有地铁" "非免税" 500 35590 "100~150" "10~15" "4~5" "3~4万"
"西城" "依莲轩" "2室1厅" 106 "东南" "马连道二手房" "中楼层" 2002 "无学区" "有地铁" "非免税" 480 44869 "100~150" "00~05" "4~5" "4~5万"
